,item_id,name,types
114,5649af884bdc2d1b2b8b4589,AK Zenit B-33 dust cover,['mods']
115,5649b0544bdc2d1b2b8b458a,AK-74 rear sight (6P20 Sb.2),['mods']
116,5649b0fc4bdc2d17108b4588,AK-74 polymer stock (6P20 Sb.7),['mods']
117,5649b1c04bdc2d16268b457c,AK-74 wooden stock (6P20 Sb.5),['mods']
118,5649b2314bdc2d79388b4576,AKM/AK-74 ME4 buffer tube adapter,['mods']
119,5649be884bdc2d79388b4577,Colt A1 buffer tube,['mods']
120,5649d9a14bdc2d79388b4580,AK Taktika Tula TT01 rear sight rail,['mods']
121,5649ed104bdc2d3d1c8b458b,7.62x39mm PS gzh ammo pack (30 pcs),['ammoBox']
122,564ca99c4bdc2d16268b4589,AK-74 5.45x39 6L20 30-round magazine,['mods']
123,564ca9df4bdc2d35148b4569,AK-74 5.45x39 6L18 45-round magazine,['mods']
124,564caa3d4bdc2d17108b458e,AK 5.45x39 TGP-A muzzle device-suppressor,"['mods', 'suppressor']"
125,5656d7c34bdc2d9d198b4587,7.62x39mm PS gzh,['ammo']
126,5656eb674bdc2d35148b457c,40mm VOG-25,['barter']
127,567143bf4bdc2d1a0f8b4567,Pistol case,"['barter', 'markedOnly']"
128,5671446a4bdc2d97058b4569,Case Key,['disabled']
129,5672c92d4bdc2d180f8b4567,Dorm room 118 key,['keys']
130,5672cb124bdc2d1a0f8b4568,AA Battery,['barter']
131,5672cb304bdc2dc2088b456a,D Size battery,['barter']
132,5672cb724bdc2dc2088b456b,Geiger-Muller counter,['barter']
133,5673de654bdc2d180f8b456d,Can of pacific saury,['provisions']
134,56742c284bdc2d98058b456d,Crickent lighter,['barter']
135,56742c2e4bdc2d95058b456d,Zibbo lighter,['barter']
136,56742c324bdc2d150f8b456d,Broken GPhone smartphone,['barter']
137,5696686a4bdc2da3298b456a,Dollars,['noFlea']
138,569668774bdc2da2298b4568,Euros,['noFlea']
139,56d59856d2720bd8418b456a,SIG P226R 9x19 pistol,"['gun', 'wearable']"
140,56d59948d2720bb7418b4582,P226 9x19 15-round magazine,['mods']
141,56d59d3ad2720bdb418b4577,9x19mm Pst gzh,"['ammo', 'noFlea']"
142,56d5a1f7d2720bb3418b456a,P226 9x19 112mm barrel,['mods']
143,56d5a2bbd2720bb8418b456a,P226 polymer pistol grip (Black),"['mods', 'pistolGrip']"
144,56d5a407d2720bb3418b456b,P226R MK25 pistol slide,['mods']
145,56d5a661d2720bd8418b456b,P226 front sight,['mods']
146,56d5a77ed2720b90418b4568,P226 rear sight,['mods']
147,56dee2bdd2720bc8328b4567,MP-153 12ga semi-automatic shotgun,"['gun', 'wearable']"
148,56deec93d2720bec348b4568,MP-153 12ga 750mm barrel,['mods']
149,56deed6ed2720b4c698b4583,MP-153 polymer forestock,['mods']
150,56deee15d2720bee328b4567,MP-153 12ga 4-shell forend cap,['mods']
151,56deeefcd2720bc8328b4568,MP-153 12ga 8-shell magazine,['mods']
152,56def37dd2720bec348b456a,SureFire X400 Ultra tactical flashlight with laser,['mods']
153,56dfef82d2720bbd668b4567,5.45x39mm BP gs,['ammo']
154,56dff026d2720bb8668b4567,5.45x39mm BS gs,"['ammo', 'noFlea']"
155,56dff061d2720bb5668b4567,5.45x39mm BT gs,['ammo']
156,56dff0bed2720bb0668b4567,5.45x39mm FMJ,['ammo']
157,56dff216d2720bbd668b4568,5.45x39mm HP,['ammo']
158,56dff2ced2720bb4668b4567,5.45x39mm PP gs,['ammo']
159,56dff338d2720bbd668b4569,5.45x39mm PRS gs,['ammo']
160,56dff3afd2720bba668b4567,5.45x39mm PS gs,['ammo']
161,56dff421d2720b5f5a8b4567,5.45x39mm SP,['ammo']
162,56dff4a2d2720bbd668b456a,5.45x39mm T gs,['ammo']
163,56dff4ecd2720b5f5a8b4568,5.45x39mm US gs,['ammo']
164,56e0598dd2720bb5668b45a6,PB 9x18PM silenced pistol,"['gun', 'wearable']"
165,56e05a6ed2720bd0748b4567,PB bakilte side grips,['mods']
166,56e05b06d2720bb2668b4586,PB 9x18PM sound suppressor,"['mods', 'suppressor']"
167,56e335e4d2720b6c058b456d,Scav backpack,"['backpack', 'wearable']"
168,56e33634d2720bd8058b456b,Duffle bag,"['backpack', 'wearable']"
169,56e33680d2720be2748b4576,Transformer Bag,"['backpack', 'wearable']"
170,56ea6fafd2720b844b8b4593,Noveske KX3 5.56x45 flash hider,['mods']
171,56ea70acd2720b844b8b4594,Hensoldt FF 4-16x56 scope,['mods']
172,56ea7165d2720b6e518b4583,AR-15 Badger Ordnance Tactical Charging Handle Latch,['mods']
173,56ea7293d2720b8d4b8b45ba,P226 Sight Mount 220-239 rear sight bearing,['mods']
174,56ea8180d2720bf2698b456a,KAC QDC 5.56x45 flash suppressor kit,['mods']
175,56ea8222d2720b69698b4567,SV-98 bipod,['mods']
176,56ea8d2fd2720b7c698b4570,AR-15 Windham Weaponry Rail Gas Block,['mods']
177,56eabcd4d2720b66698b4574,Daniel Defense MK12 Low Profile Gas Block,['mods']
178,56eabf3bd2720b75698b4569,Magpul MOE Carbine stock (Black),['mods']
179,570fd6c2d2720bc6458b457f,EOTech 553 holographic sight,['mods']
180,570fd721d2720bc5458b4596,Walther MRS reflex sight,['mods']
181,570fd79bd2720bc7458b4583,OKP-7 reflex sight,['mods']
182,5710c24ad2720bc3458b45a3,F-1 hand grenade,"['ammo', 'grenade']"
183,571659bb2459771fb2755a12,AR-15 Damage Industries ECS pistol grip (FDE),"['mods', 'pistolGrip']"
184,571a12c42459771f627b58a0,TT-33 7.62x25 TT pistol,"['gun', 'wearable']"
185,571a26d524597720680fbe8a,TT 7.62x25 116mm barrel,['mods']
186,571a279b24597720b4066566,TT 7.62x25 121mm homespun threaded barrel,['mods']
187,571a282c2459771fb2755a69,TT side grips,['mods']
188,571a28e524597720b4066567,TT 7.62x25 makeshift sound suppressor,"['mods', 'suppressor']"
189,571a29dc2459771fb2755a6a,TT 7.62x25 tt-105 8-round magazine,['mods']
190,57235b6f24597759bf5a30f1,AN/PVS-14 Night Vision Monocular,['mods']
191,572b7adb24597762ae139821,Scav Vest,"['rig', 'wearable']"
192,572b7d8524597762b472f9d1,Baseball cap,['wearable']
193,572b7f1624597762ae139822,Balaclava,['wearable']
194,572b7fa124597762b472f9d2,Beanie,['wearable']
195,572b7fa524597762b747ce82,Lower half-mask,['wearable']
196,5732ee6a24597719ae0c0281,Waist pouch,['noFlea']
197,5733279d245977289b77ec24,Car battery,['barter']
198,573474f924597738002c6174,Chainlet,['barter']
199,5734758f24597738025ee253,Golden neck chain,['barter']
200,573475fb24597737fb1379e1,Apollo Soyuz cigarettes,['barter']
201,573476d324597737da2adc13,Malboro Cigarettes,['barter']
202,573476f124597737e04bf328,Wilston cigarettes,['barter']
203,5734770f24597738025ee254,Strike Cigarettes,['barter']
204,5734773724597737fd047c14,Can of condensed milk,['provisions']
205,5734779624597737e04bf329,CPU Fan,['barter']
206,573477e124597737dd42e191,PC CPU,['barter']
207,5734781f24597737e04bf32a,DVD drive,['barter']
208,573478bc24597738002c6175,Horse figurine,['barter']
209,5734795124597738002c6176,Insulating tape,['barter']
210,57347b8b24597737dd42e192,Classic matches,['barter']
211,57347baf24597738002c6178,RAM,['barter']
212,57347c1124597737fb1379e3,Duct tape,['barter']
213,57347c2e24597744902c94a1,Power supply unit,['barter']
214,57347c5b245977448d35f6e1,Bolts,['barter']
215,57347c77245977448d35f6e2,Screw nuts,['barter']
216,57347c93245977448d35f6e3,Toothpaste,['barter']
217,57347ca924597744596b4e71,Graphics card,['barter']
218,57347cd0245977445a2d6ff1,T-Shaped plug,['barter']
219,57347d3d245977448f7b7f61,Rye croutons,['provisions']
220,57347d5f245977448b40fa81,Can of humpback salmon,['provisions']
221,57347d692459774491567cf1,Can of green peas,['provisions']
222,57347d7224597744596b4e72,Can of beef stew (Small),['provisions']
223,57347d8724597744596b4e76,Can of squash spread,['provisions']
224,57347d90245977448f7b7f65,Pack of oat flakes,['provisions']
225,57347d9c245977448b40fa85,Can of herring,['provisions']
226,57347da92459774491567cf5,Can of beef stew (Large),['provisions']
227,5735fdcd2459776445391d61,7.62x25mm TT AKBS,['ammo']
228,5735ff5c245977640e39ba7e,7.62x25mm TT FMJ43,['ammo']
229,573601b42459776410737435,7.62x25mm TT LRN,['ammo']
230,573602322459776445391df1,7.62x25mm TT LRNPC,['ammo']
231,5736026a245977644601dc61,7.62x25mm TT P gl,['ammo']
232,573603562459776430731618,7.62x25mm TT Pst gzh,['ammo']
233,573603c924597764442bd9cb,7.62x25mm TT PT gzh,['ammo']
234,573718ba2459775a75491131,9x18mm PM BZhT gzh,['ammo']
235,573719762459775a626ccbc1,9x18mm PM P gzh,['ammo']
236,573719df2459775a626ccbc2,9x18mm PM PBM gzh,['ammo']
237,57371aab2459775a77142f22,9x18mm PMM PstM gzh,['ammo']
238,57371b192459775a9f58a5e0,9x18mm PM Ppe gzh,['ammo']
239,57371e4124597760ff7b25f1,9x18mm PM PPT gzh,['ammo']
240,57371eb62459776125652ac1,9x18mm PM PRS gs,['ammo']
241,57371f2b24597761224311f1,9x18mm PM PS gs PPO,['ammo']
242,57371f8d24597761006c6a81,9x18mm PM PSO gzh,['ammo']
243,5737201124597760fc4431f1,9x18mm PM Pst gzh,['ammo']
244,5737207f24597760ff7b25f2,9x18mm PM PSV,['ammo']
245,573720e02459776143012541,9x18mm PM RG028 gzh,['ammo']
246,57372140245977611f70ee91,9x18mm PM SP7 gzh,['ammo']
247,5737218f245977612125ba51,9x18mm PM SP8 gzh,['ammo']
248,573722e82459776104581c21,9x18mm PM BZhT gzh ammo pack (16 pcs),['ammoBox']
249,573724b42459776125652ac2,9x18mm PM P gzh ammo pack (16 pcs),['ammoBox']
250,5737250c2459776125652acc,9x18mm PM PBM gzh ammo pack (16 pcs),['ammoBox']
251,5737256c2459776125652acd,9x18mm PMM PstM gzh ammo pack (16 pcs),['ammoBox']
252,573725b0245977612125bae2,9x18mm PM Ppe gzh ammo pack (16 pcs),['ammoBox']
253,5737260b24597761224311f2,9x18mm PM PPT gzh ammo pack (16 pcs),['ammoBox']
254,5737266524597761006c6a8c,9x18mm PM PRS gs ammo pack (16 pcs),['ammoBox']
255,573726d824597765d96be361,9x18mm PM PS gs PPO ammo pack (16 pcs),['ammoBox']
256,5737273924597765dd374461,9x18mm PM PSO gzh ammo pack (16 pcs),['ammoBox']
257,573727c624597765cc785b5b,9x18mm PM Pst gzh ammo pack (16 pcs),['ammoBox']
258,5737280e24597765cc785b5c,9x18mm PM PSV ammo pack (16 pcs),['ammoBox']
259,5737287724597765e1625ae2,9x18mm PM RG028 gzh ammo pack (16 pcs),['ammoBox']
260,573728cc24597765cc785b5d,9x18mm PM SP7 gzh ammo pack (16 pcs),['ammoBox']
261,573728f324597765e5728561,9x18mm PM SP8 gzh ammo pack (16 pcs),['ammoBox']
262,5737292724597765e5728562,5.45x39mm BP gs ammo pack (120 pcs),['ammo']
263,57372a7f24597766fe0de0c1,5.45x39mm BP gs ammo pack (120 pcs),"['ammo', 'disabled']"
264,57372ac324597767001bc261,5.45x39mm BP gs ammo pack (30 pcs),['ammoBox']
265,57372b832459776701014e41,5.45x39mm BS gs ammo pack (120 pcs),['ammoBox']
266,57372bad245977670b7cd242,5.45x39mm BS gs ammo pack (120 pcs),['ammoBox']
267,57372bd3245977670b7cd243,5.45x39mm BS gs ammo pack (30 pcs),['ammoBox']
268,57372c21245977670937c6c2,5.45x39mm BT gs ammo pack (120 pcs),['ammo']
269,57372c56245977685e584582,5.45x39mm BT gs ammo pack (120 pcs),"['ammo', 'disabled']"
270,57372c89245977685d4159b1,5.45x39mm BT gs ammo pack (30 pcs),['ammoBox']
271,57372d1b2459776862260581,5.45x39mm PP gs ammo pack (120 pcs),['disabled']
272,57372d4c245977685a3da2a1,5.45x39mm PP gs ammo pack (120 pcs),['ammoBox']
273,57372db0245977685d4159b2,5.45x39mm PP gs ammo pack (30 pcs),['ammoBox']
274,57372deb245977685d4159b3,5.45x39mm PRS gs ammo pack (120 pcs),['ammoBox']
275,57372e1924597768553071c1,5.45x39mm PRS gs ammo pack (120 pcs),['disabled']
276,57372e4a24597768553071c2,5.45x39mm PRS gs ammo pack (30 pcs),['ammoBox']
277,57372e73245977685d4159b4,5.45x39mm PS gs ammo pack (120 pcs),['ammoBox']
278,57372e94245977685648d3e1,5.45x39mm PS gs ammo pack (120 pcs),['disabled']
279,57372ebf2459776862260582,5.45x39mm PS gs ammo pack (30 pcs),['ammoBox']
280,57372ee1245977685d4159b5,5.45x39mm T gs ammo pack (120 pcs),['ammoBox']
281,57372f2824597769a270a191,5.45x39mm T gs ammo pack (120 pcs),['disabled']
282,57372f5c24597769917c0131,5.45x39mm T gs ammo pack (30 pcs),['ammoBox']
283,57372f7d245977699b53e301,5.45x39mm US gs ammo pack (120 pcs),['disabled']
284,57372fc52459776998772ca1,5.45x39mm US gs ammo pack (120 pcs),['ammoBox']
285,5737300424597769942d5a01,5.45x39mm US gs ammo pack (30 pcs),['ammoBox']
286,5737330a2459776af32363a1,5.45x39mm FMJ ammo pack (30 pcs),['ammoBox']
287,5737339e2459776af261abeb,5.45x39mm HP ammo pack (30 pcs),['ammoBox']
288,573733c72459776b0b7b51b0,5.45x39mm SP ammo pack (30 pcs),['ammoBox']
289,5739d41224597779c3645501,9x19mm Pst gzh ammo pack (16 pcs),['ammoBox']
290,57486e672459770abd687134,OKP-7 reflex sight (dovetail),['mods']
291,574d967124597745970e7c94,Simonov SKS 7.62x39 carbine,"['gun', 'wearable']"
292,574dad8024597745964bf05c,SKS TOZ wooden stock (56-A-231 Sb.5),['mods']
293,574db213245977459a2f3f5d,SKS rear sight,['mods']
294,574eb85c245977648157eec3,Factory plan map,['barter']
295,57505f6224597709a92585a9,Alyonka chocolate bar,['provisions']
296,575062b524597720a31c09a1,Can of Ice Green tea,['provisions']
297,57513f07245977207e26a311,Pack of Apple juice,['provisions']
298,57513f9324597720a7128161,Pack of Grand juice,['provisions']
299,57513fcc24597720a31c09a6,Pack of Vita juice,['provisions']
300,5751435d24597720a27126d1,Can of Max Energy energy drink,['provisions']
301,57514643245977207f2c2d09,Can of TarCola soda,['provisions']
302,575146b724597720a27126d5,Pack of milk,['provisions']
303,5751487e245977207e26a315,Emelya rye croutons,['provisions']
304,5751496424597720a27126da,Can of Hot Rod energy drink,['provisions']
305,57518f7724597720a31c09ab,Key 3,['disabled']
306,57518fd424597720c85dbaaa,Key 5,['disabled']
307,5751916f24597720a27126df,Key 2,['disabled']
308,5751a25924597722c463c472,Army bandage,['provisions']
309,5751a89d24597722aa0e8db0,Golden Star balm,['provisions']
310,5755356824597772cb798962,AI-2 medkit,['provisions']
311,5755383e24597772cb798966,Vaseline balm,['provisions']
312,576165642459773c7a400233,Saiga 12ga ver.10 12/76 semi-automatic shotgun,"['gun', 'wearable']"
313,576167ab2459773cad038c43,SOK-12 thread protection tube,['mods']
314,576169e62459773c69055191,SOK-12 polymer handguard (Sb.7-1),['mods']
315,57616a9e2459773c7a400234,SOK-12 12/76 sb.5 5-round magazine,['mods']
316,57616c112459773cce774d66,SOK-12 dust cover (Sb.0-2),['mods']
317,57616ca52459773c69055192,SOK-12 AK-style stock,['mods']
318,576a581d2459771e7b1bc4f1,"Yarygin MP-443 ""Grach"" 9x19 pistol","['gun', 'wearable']"
319,576a5ed62459771e9c2096cb,"MP-443 ""Grach"" 9x19 18-round magazine",['mods']
320,576a63cd2459771e796e0e11,"MP-443 ""Grach"" polymer pistol grip","['mods', 'pistolGrip']"
321,576a7c512459771e796e0e17,"MP-443 ""Grach"" Zenit B-8 mount",['mods']
322,576fd4ec2459777f0b518431,BelOMO PSO-1M2-1 4x24 scope,['mods']
323,577d128124597739d65d0e56,Burris FastFire Weaver Base,['mods']
324,577d141e24597739c5255e01,Burris FastFire 3 reflex sight,['mods']
325,577e1c9d2459773cd707c525,Printer paper,['barter']
326,5780cda02459777b272ede61,Dorm room 306 key,['keys']
327,5780cf692459777de4559321,Dorm room 315 key,['keys']
328,5780cf722459777a5108b9a1,Dorm room 308 key,['keys']
329,5780cf7f2459777de4559322,Dorm room 314 marked key,['keys']
330,5780cf942459777df90dcb72,Dorm room 214 key,['keys']
331,5780cf9e2459777df90dcb73,Dorm room 218 key,['keys']
332,5780cfa52459777dfb276eb1,Dorm room 220 key,['keys']
333,5780d0532459777a5108b9a2,Tarcone Director's office key,['keys']
334,5780d0652459777df90dcb74,Gas station office key,['keys']
335,5780d07a2459777de4559324,Portable cabin key,['keys']
336,57838ad32459774a17445cd2,VSS Vintorez 9x39 special sniper rifle,"['gun', 'wearable']"
337,57838c962459774a1651ec63,VSS 9x39 integral barrel-suppressor,"['mods', 'suppressor']"
338,57838e1b2459774a256959b1,VSS rear sight,['mods']
339,57838f0b2459774a256959b2,VSS 9x39 6L24 10-round magazine,['mods']
340,57838f9f2459774a150289a0,VSS 9x39 6L25 20-round magazine,['mods']
341,578395402459774a256959b5,VSS dust cover,['mods']
342,578395e82459774a0e553c7b,VSS wooden stock,['mods']
343,5783c43d2459774bbe137486,Simple wallet,['barter']
344,579204f224597773d619e051,Makarov PM (t) 9x18PM pistol,"['gun', 'wearable']"
345,5798a2832459774b53341029,Customs plan map,['barter']
346,57a0dfb82459774d3078b56c,9x39mm SP-5 gs,['ammo']
347,57a0e5022459774d1673f889,9x39mm SP-6 gs,"['ammo', 'noFlea']"
